customerID,churn_probability,predicted_churn,actual_churn,split,Contract,PaymentMethod,InternetService,tenure,MonthlyCharges
7623-TRNQN,0.317943,1,1,test,Month-to-month,Mailed check,DSL,1,49.9
3323-CPBWR,0.43273,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,23,96.9
9330-IJWIO,0.69198,1,1,train,Month-to-month,Electronic check,Fiber optic,13,100.35
3384-CTMSF,0.457892,1,0,train,Month-to-month,Electronic check,Fiber optic,47,104.1
0902-RFHOF,0.02373,0,0,train,One year,Mailed check,No,38,20.1
9286-DOJGF,0.383935,1,1,test,Month-to-month,Bank transfer (automatic),Fiber optic,38,74.95
6048-QBXKL,0.488539,1,0,test,Month-to-month,Credit card (automatic),DSL,2,56.55
9661-MHUMO,0.342504,1,1,test,Month-to-month,Credit card (automatic),DSL,1,49.25
7718-RXDGG,0.447501,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,15,68.6
1025-FALIX,0.366667,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,26,69.05
3451-VAWLI,0.007187,0,0,train,Two year,Credit card (automatic),No,35,19.7
3407-QGWLG,0.192053,0,0,train,Month-to-month,Mailed check,No,3,20.05
1842-EZJMK,0.385245,1,1,train,Month-to-month,Electronic check,Fiber optic,50,103.7
2347-WKKAE,0.390601,1,0,train,Month-to-month,Electronic check,Fiber optic,42,94.4
8735-DCXNF,0.24186,1,0,train,Month-to-month,Credit card (automatic),DSL,10,54.95
3214-IYUUQ,0.050227,0,0,train,One year,Bank transfer (automatic),Fiber optic,61,93.7
1936-UAFEH,0.032451,0,0,test,Two year,Credit card (automatic),Fiber optic,68,110.25
3587-PMCOY,0.539995,1,0,test,One year,Electronic check,Fiber optic,10,98.9
8079-XRJRS,0.104826,0,1,train,One year,Electronic check,Fiber optic,65,89.75
1027-LKKQQ,0.014349,0,0,train,Two year,Bank transfer (automatic),DSL,72,80.45
7148-XZPHA,0.156897,0,0,train,Month-to-month,Electronic check,Fiber optic,55,79.4
8073-IJDCM,0.272465,1,1,train,Month-to-month,Mailed check,No,1,20.3
5309-TAIKL,0.289624,1,0,train,Month-to-month,Bank transfer (automatic),DSL,7,62.8
6856-RAURS,0.728335,1,0,test,Month-to-month,Mailed check,Fiber optic,2,74.9
8778-LMWTJ,0.566543,1,0,test,Month-to-month,Electronic check,Fiber optic,9,74.85
9717-IOAAF,0.017642,0,0,train,Two year,Credit card (automatic),No,27,25.85
8884-ADFVN,0.86386,1,1,test,Month-to-month,Electronic check,Fiber optic,7,101.95
2845-KDHVX,0.021937,0,0,train,Two year,Mailed check,DSL,64,68.3
0848-SOMKO,0.011402,0,0,train,Two year,Bank transfer (automatic),DSL,70,48.4
2720-WGKHP,0.878092,1,1,train,Month-to-month,Electronic check,Fiber optic,2,94.0
6734-FQAJX,0.05967,0,0,test,Two year,Electronic check,Fiber optic,67,105.05
2869-ADAWR,0.292581,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,45,89.3
1535-VTJOQ,0.017112,0,0,train,Two year,Credit card (automatic),No,24,25.15
6368-TZZDT,0.041694,0,0,train,Two year,Credit card (automatic),No,4,19.5
0943-ZQPXH,0.305932,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,44,92.95
1293-BSEUN,0.005384,0,0,train,Two year,Mailed check,No,72,20.7
9894-EZEWG,0.584394,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,1,74.3
1302-TPUBN,0.006776,0,0,train,Two year,Bank transfer (automatic),No,66,19.35
7851-FLGGQ,0.520478,1,1,test,Month-to-month,Mailed check,DSL,1,44.65
0637-UBJRP,0.398392,1,1,train,Month-to-month,Electronic check,Fiber optic,13,84.05
0940-OUQEC,0.592392,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,10,80.7
2378-VTKDH,0.453374,1,0,train,Month-to-month,Electronic check,Fiber optic,65,104.35
0927-CNGRH,0.163414,0,0,train,Month-to-month,Mailed check,No,1,19.55
8608-OZTLB,0.03786,0,0,train,One year,Electronic check,DSL,38,74.05
2335-GSODA,0.022299,0,0,test,Two year,Mailed check,DSL,23,40.1
1952-DVVSW,0.075872,0,0,test,One year,Mailed check,No,10,20.1
0702-PGIBZ,0.827012,1,1,train,Month-to-month,Electronic check,Fiber optic,4,101.7
6656-GULJQ,0.019318,0,0,train,Two year,Credit card (automatic),DSL,72,83.55
9853-JFZDU,0.095486,0,0,train,Month-to-month,Electronic check,DSL,35,56.85
1963-VAUKV,0.187817,0,1,test,Month-to-month,Mailed check,No,1,20.4
3777-XROBG,0.007837,0,0,train,Two year,Credit card (automatic),No,58,19.55
6994-FGRHH,0.099915,0,0,train,One year,Electronic check,Fiber optic,70,106.15
4000-VGMQP,0.079893,0,0,train,One year,Credit card (automatic),DSL,38,78.95
3999-WRNGR,0.271761,1,0,train,Month-to-month,Electronic check,DSL,60,49.75
3466-RITXD,0.416332,1,0,test,Month-to-month,Credit card (automatic),Fiber optic,26,92.4
2680-XKKNJ,0.075317,0,0,train,One year,Bank transfer (automatic),DSL,8,58.2
3058-HJCUY,0.240573,1,1,train,One year,Electronic check,Fiber optic,41,102.6
2974-GGUXS,0.481346,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,36,91.95
7994-XIRTR,0.051649,0,0,train,One year,Bank transfer (automatic),DSL,54,65.25
3259-FDWOY,0.061178,0,1,train,Two year,Bank transfer (automatic),Fiber optic,71,106.0
2101-RANCD,0.427607,1,0,test,Month-to-month,Electronic check,Fiber optic,55,73.1
7921-BEPCI,0.0109,0,0,train,Two year,Bank transfer (automatic),DSL,72,59.75
0807-ZABDG,0.209499,0,1,train,Month-to-month,Mailed check,DSL,3,55.1
8510-TMWYB,0.034756,0,0,train,Two year,Bank transfer (automatic),DSL,54,59.8
3258-ZKPAI,0.032308,0,0,train,Two year,Bank transfer (automatic),Fiber optic,72,116.6
1428-IEDPR,0.135813,0,0,train,Two year,Electronic check,Fiber optic,52,109.3
5298-GSTLM,0.205017,0,0,train,One year,Bank transfer (automatic),Fiber optic,60,101.4
4450-YOOHP,0.29879,1,0,train,Month-to-month,Credit card (automatic),DSL,39,50.65
6728-CZFEI,0.115786,0,0,train,One year,Mailed check,DSL,15,56.15
5748-RNCJT,0.064181,0,1,train,Two year,Bank transfer (automatic),Fiber optic,69,106.5
3653-NCRDJ,0.021837,0,0,train,One year,Mailed check,No,43,19.2
6121-TNHBO,0.031443,0,0,train,One year,Bank transfer (automatic),DSL,63,83.0
5119-NZPTV,0.668361,1,0,train,Month-to-month,Electronic check,Fiber optic,2,70.1
6519-ZHPXP,0.025544,0,0,test,Two year,Bank transfer (automatic),Fiber optic,72,108.3
7739-LAXOG,0.397656,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,32,91.05
3472-QPRCH,0.010243,0,0,train,Two year,Credit card (automatic),No,40,25.25
8224-UAXBZ,0.110041,0,0,train,One year,Electronic check,DSL,58,45.35
9610-WCESF,0.020475,0,0,test,Two year,Electronic check,DSL,67,43.9
9776-CLUJA,0.454871,1,1,train,Month-to-month,Electronic check,Fiber optic,51,77.5
2486-WYVVE,0.161276,0,0,train,One year,Mailed check,DSL,31,79.3
3865-ZYKAD,0.166741,0,0,test,Month-to-month,Credit card (automatic),Fiber optic,69,84.9
1422-DGUBX,0.248984,1,0,train,One year,Electronic check,Fiber optic,32,79.25
2999-AANRQ,0.016265,0,0,train,Two year,Credit card (automatic),DSL,21,71.05
8668-KNZTI,0.042098,0,0,train,One year,Electronic check,DSL,52,53.75
0480-KYJVA,0.005478,0,0,test,Two year,Credit card (automatic),No,72,24.25
6034-ZRYCV,0.056706,0,1,train,Two year,Electronic check,DSL,72,54.2
9746-YKGXB,0.063343,0,0,train,One year,Bank transfer (automatic),DSL,52,44.25
3926-YZVVX,0.029453,0,0,test,One year,Bank transfer (automatic),DSL,41,50.05
6000-UKLWI,0.007128,0,0,train,Two year,Mailed check,No,41,20.15
2079-FBMZK,0.624742,1,1,train,Month-to-month,Mailed check,Fiber optic,6,69.25
6332-FBZRI,0.021266,0,0,test,One year,Credit card (automatic),DSL,67,69.35
2096-XOTMO,0.069023,0,0,train,Month-to-month,Mailed check,No,16,19.35
3266-FTKHB,0.015802,0,0,train,Two year,Mailed check,No,17,19.15
8221-EQDGL,0.071277,0,0,train,Month-to-month,Mailed check,DSL,35,61.0
2346-LOCWC,0.006629,0,0,test,Two year,Credit card (automatic),No,58,20.5
6608-QQLVK,0.518838,1,1,test,Month-to-month,Electronic check,DSL,1,50.5
0298-XACET,0.029597,0,0,test,Two year,Mailed check,DSL,52,50.2
7560-QJAVJ,0.010309,0,0,test,Two year,Bank transfer (automatic),DSL,70,79.6
2995-YWTCD,0.023188,0,0,train,Two year,Bank transfer (automatic),No,19,24.9
3551-HUAZH,0.817962,1,1,train,Month-to-month,Electronic check,Fiber optic,1,74.4
9137-UIYPG,0.331215,1,0,train,Month-to-month,Electronic check,Fiber optic,35,106.9
2809-ZMYOQ,0.634518,1,0,train,Month-to-month,Electronic check,Fiber optic,32,101.35
5084-OOVCJ,0.097401,0,0,train,Month-to-month,Credit card (automatic),DSL,17,55.35
0254-WWRKD,0.019419,0,0,train,One year,Credit card (automatic),DSL,67,50.55
7727-SHVZV,0.13154,0,0,train,Month-to-month,Bank transfer (automatic),No,9,19.5
6302-JGYRJ,0.133408,0,1,train,One year,Mailed check,DSL,31,79.45
5339-PXDVH,0.678344,1,0,test,Month-to-month,Electronic check,Fiber optic,4,90.65
2205-LPVGL,0.087059,0,0,train,One year,Bank transfer (automatic),Fiber optic,58,89.85
8782-NUUOL,0.036422,0,0,test,One year,Mailed check,DSL,60,79.0
3685-YLCMQ,0.306402,1,1,train,One year,Electronic check,Fiber optic,58,104.65
7601-WFVZV,0.198852,0,0,train,Month-to-month,Mailed check,No,1,19.55
4609-KNNWG,0.01432,0,0,train,Two year,Mailed check,No,27,19.9
4868-AADLV,0.153967,0,0,train,One year,Electronic check,Fiber optic,66,116.25
9529-OFXHY,0.516286,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,15,87.75
8634-MPHTR,0.562773,1,1,train,Month-to-month,Electronic check,Fiber optic,47,100.05
2669-QVCRG,0.229838,0,0,test,Month-to-month,Credit card (automatic),Fiber optic,41,81.3
2478-EEWWM,0.342158,1,0,test,Month-to-month,Electronic check,DSL,59,44.3
9174-IHETN,0.053947,0,0,train,Two year,Credit card (automatic),Fiber optic,50,70.35
2233-TXSIU,0.098802,0,0,test,One year,Credit card (automatic),DSL,17,44.45
9644-UMGQA,0.350077,1,0,train,Month-to-month,Electronic check,DSL,6,49.15
3256-EZDBI,0.16625,0,0,train,Month-to-month,Credit card (automatic),DSL,51,29.45
8761-NSOBC,0.222242,0,1,train,Month-to-month,Electronic check,Fiber optic,44,100.55
0419-YAAPX,0.294912,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,49,85.3
8413-VONUO,0.710555,1,1,train,Month-to-month,Electronic check,Fiber optic,2,95.65
0872-CASZJ,0.05829,0,0,train,One year,Mailed check,DSL,59,69.1
4726-DLWQN,0.19755,0,0,train,Month-to-month,Bank transfer (automatic),DSL,50,70.35
8164-OCKUJ,0.006322,0,0,train,Two year,Mailed check,No,59,20.6
3094-JOJAI,0.408169,1,0,test,Month-to-month,Mailed check,Fiber optic,18,74.15
9494-MRNYX,0.671784,1,0,train,Month-to-month,Electronic check,Fiber optic,10,75.05
2599-CZABP,0.128716,0,0,train,One year,Electronic check,DSL,14,44.6
7945-PRBVF,0.012082,0,0,train,Two year,Bank transfer (automatic),No,35,21.45
4544-RXFMG,0.203095,0,0,train,One year,Mailed check,DSL,8,43.45
0859-YGKFW,0.029923,0,0,train,One year,Bank transfer (automatic),No,18,20.05
1150-FTQGN,0.076764,0,0,train,One year,Bank transfer (automatic),Fiber optic,60,94.15
9223-UCPVT,0.767372,1,1,train,Month-to-month,Electronic check,Fiber optic,1,94.4
7196-LIWRH,0.042752,0,0,train,Two year,Mailed check,No,6,19.55
5448-VWNAM,0.138572,0,0,train,Month-to-month,Mailed check,DSL,19,75.9
1177-XZBJL,0.025072,0,0,train,One year,Bank transfer (automatic),DSL,53,64.15
3518-FSTWG,0.078128,0,0,train,Two year,Bank transfer (automatic),Fiber optic,72,109.55
9330-VOFSZ,0.094958,0,0,test,Two year,Credit card (automatic),Fiber optic,60,110.8
4351-QLCSU,0.513062,1,1,train,Month-to-month,Credit card (automatic),DSL,1,55.0
0939-EREMR,0.127387,0,0,train,Month-to-month,Mailed check,DSL,13,53.45
9389-ACWBI,0.463948,1,0,test,Month-to-month,Credit card (automatic),Fiber optic,5,69.95
5419-JPRRN,0.868311,1,1,train,Month-to-month,Electronic check,Fiber optic,1,101.45
3644-QXEHN,0.523253,1,0,train,Month-to-month,Electronic check,Fiber optic,13,97.0
2911-IJORQ,0.078128,0,0,train,One year,Bank transfer (automatic),DSL,37,90.6
5921-NGYRH,0.161044,0,0,test,Month-to-month,Mailed check,Fiber optic,64,73.55
2100-BDNSN,0.376167,1,1,train,Month-to-month,Bank transfer (automatic),DSL,5,67.95
5998-DZLYR,0.079784,0,0,train,Two year,Bank transfer (automatic),Fiber optic,61,94.35
0488-GSLFR,0.70065,1,1,train,Month-to-month,Electronic check,Fiber optic,1,69.5
9318-NKNFC,0.24634,1,1,train,Month-to-month,Mailed check,No,1,18.85
3985-HOYPM,0.036376,0,0,test,One year,Mailed check,No,26,19.4
9728-FTTVZ,0.734566,1,1,train,Month-to-month,Electronic check,Fiber optic,1,69.2
9548-LERKT,0.014784,0,0,test,Two year,Mailed check,No,24,19.75
6576-FBXOJ,0.226638,0,0,train,One year,Electronic check,DSL,17,54.6
4310-KEDTB,0.231535,0,0,train,Month-to-month,Mailed check,DSL,26,29.8
7254-IQWOZ,0.739276,1,1,train,Month-to-month,Electronic check,Fiber optic,1,69.65
2474-BRUCM,0.416495,1,1,train,Month-to-month,Electronic check,Fiber optic,40,101.85
4062-HBMOS,0.593907,1,0,train,Month-to-month,Electronic check,Fiber optic,52,103.05
0742-NXBGR,0.722058,1,1,train,Month-to-month,Electronic check,Fiber optic,1,82.3
2676-ISHSF,0.18919,0,0,train,Month-to-month,Mailed check,No,1,20.3
9236-NDUCW,0.025596,0,0,train,Two year,Mailed check,DSL,21,35.1
4753-PADAS,0.189072,0,0,test,One year,Bank transfer (automatic),Fiber optic,67,105.7
6103-QCKFX,0.03525,0,0,train,Month-to-month,Bank transfer (automatic),DSL,44,56.25
7781-EWARA,0.057401,0,0,train,One year,Electronic check,DSL,70,60.35
6110-OHIHY,0.673494,1,1,train,Month-to-month,Electronic check,Fiber optic,3,79.25
7018-FPXHH,0.016251,0,0,train,Two year,Bank transfer (automatic),DSL,56,59.8
5889-LFOLL,0.678089,1,1,train,Month-to-month,Electronic check,Fiber optic,13,84.6
5708-EVONK,0.23271,0,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,58,93.4
8708-XPXHZ,0.511,1,1,train,Month-to-month,Electronic check,Fiber optic,42,94.2
0616-ATFGB,0.586659,1,1,test,Month-to-month,Electronic check,DSL,1,25.05
0572-ZJKLT,0.045785,0,0,train,Two year,Mailed check,Fiber optic,46,99.65
5135-RDDQL,0.009859,0,0,train,Two year,Bank transfer (automatic),DSL,63,50.65
1353-LJWEM,0.279818,1,0,train,Month-to-month,Electronic check,DSL,11,60.9
1794-SWWKL,0.199833,0,0,train,Month-to-month,Bank transfer (automatic),DSL,15,59.65
6166-YIPFO,0.027913,0,0,train,Two year,Electronic check,DSL,72,64.7
7016-BPGEU,0.222729,0,1,train,Month-to-month,Credit card (automatic),DSL,29,25.1
6876-ADESB,0.415646,1,1,train,Month-to-month,Electronic check,DSL,1,48.95
9332-GYWLO,0.38775,1,0,train,Month-to-month,Electronic check,DSL,6,54.85
1963-SVUCV,0.430675,1,1,train,Month-to-month,Electronic check,DSL,1,45.3
4184-VODJZ,0.193385,0,0,test,One year,Electronic check,Fiber optic,63,91.35
0220-EBGCE,0.778966,1,1,train,Month-to-month,Electronic check,Fiber optic,2,85.85
1092-WPIVQ,0.020747,0,0,train,Two year,Mailed check,No,18,25.1
7233-IOQNP,0.062831,0,0,test,Month-to-month,Bank transfer (automatic),DSL,43,34.0
2834-JKOOW,0.065172,0,0,test,One year,Mailed check,DSL,15,45.9
2754-VDLTR,0.731273,1,1,train,Month-to-month,Electronic check,Fiber optic,10,95.2
2400-FEQME,0.009025,0,0,train,Two year,Mailed check,No,55,20.5
3190-XFANI,0.213959,0,1,train,One year,Bank transfer (automatic),Fiber optic,49,100.6
7551-DACSP,0.353217,1,1,train,Month-to-month,Mailed check,DSL,6,55.3
4957-SREEC,0.004825,0,0,train,Two year,Credit card (automatic),No,70,20.35
7235-NXZCP,0.763884,1,1,test,Month-to-month,Mailed check,Fiber optic,2,74.85
0230-UBYPQ,0.030282,0,0,test,One year,Bank transfer (automatic),DSL,63,36.1
4923-ADWXJ,0.183264,0,0,train,Month-to-month,Bank transfer (automatic),DSL,25,65.8
1763-KUAAW,0.038952,0,0,train,One year,Bank transfer (automatic),No,18,20.35
1104-TNLZA,0.641799,1,0,train,Month-to-month,Electronic check,Fiber optic,28,105.8
5195-KPUNQ,0.119,0,0,train,One year,Mailed check,Fiber optic,53,96.75
0520-FDVVT,0.22513,0,1,train,One year,Bank transfer (automatic),Fiber optic,35,102.35
3439-GVUSX,0.449667,1,0,train,Month-to-month,Mailed check,DSL,1,24.4
1444-VVSGW,0.066396,0,1,test,One year,Credit card (automatic),Fiber optic,70,115.65
5712-PTIWW,0.635352,1,1,train,Month-to-month,Electronic check,Fiber optic,2,79.85
5949-HGVJL,0.293029,1,0,test,Month-to-month,Electronic check,DSL,26,73.05
5203-XEHAX,0.062842,0,0,train,One year,Electronic check,DSL,34,64.35
1635-HDGFT,0.011351,0,0,train,Two year,Mailed check,No,19,20.5
3315-TOTBP,0.508778,1,1,train,Month-to-month,Mailed check,Fiber optic,15,76.0
8050-XGRVL,0.015735,0,0,train,One year,Credit card (automatic),DSL,62,54.75
6661-HBGWL,0.447411,1,1,test,Month-to-month,Bank transfer (automatic),Fiber optic,42,104.75
1518-VOWAV,0.409213,1,1,train,Month-to-month,Electronic check,DSL,9,74.65
9828-QHFBK,0.177518,0,0,train,Month-to-month,Electronic check,DSL,24,51.15
3908-MKIMJ,0.030807,0,0,train,Two year,Electronic check,DSL,68,41.95
5012-YSPJJ,0.073418,0,0,train,Month-to-month,Mailed check,DSL,31,54.35
5909-ECHUI,0.559727,1,1,train,Month-to-month,Electronic check,DSL,1,56.25
1309-BXVOQ,0.601361,1,1,train,Month-to-month,Electronic check,Fiber optic,21,106.1
6728-VOIFY,0.230906,0,0,train,One year,Electronic check,Fiber optic,63,96.0
9317-WZPGV,0.748021,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,2,79.75
4891-NLUBA,0.033173,0,0,train,Two year,Bank transfer (automatic),DSL,61,61.45
2856-HYAPG,0.647167,1,1,train,Month-to-month,Electronic check,Fiber optic,1,68.65
8969-PRHFK,0.032796,0,0,train,One year,Mailed check,No,18,19.65
0661-KQHNK,0.067817,0,0,train,One year,Credit card (automatic),No,6,19.0
8709-KRDVL,0.588839,1,0,test,Month-to-month,Electronic check,Fiber optic,33,100.0
4488-PSYCG,0.071731,0,1,train,Month-to-month,Bank transfer (automatic),No,16,20.25
1427-VERSM,0.402326,1,0,train,Month-to-month,Electronic check,Fiber optic,56,98.7
9801-NOSHQ,0.030248,0,0,train,One year,Mailed check,No,23,19.8
6339-YPSAH,0.6782,1,0,train,Month-to-month,Electronic check,Fiber optic,9,73.8
3621-CEOVK,0.739647,1,1,train,Month-to-month,Electronic check,Fiber optic,14,100.2
6906-ANDWJ,0.450595,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,15,74.9
2159-TURXX,0.15683,0,0,test,Month-to-month,Credit card (automatic),No,5,20.05
1548-FEHVL,0.354235,1,0,train,Month-to-month,Electronic check,Fiber optic,61,106.2
3795-CAWEX,0.034034,0,0,train,Two year,Credit card (automatic),Fiber optic,70,116.55
6215-NQCPY,0.68514,1,0,train,Month-to-month,Electronic check,Fiber optic,15,99.7
5647-URDKA,0.03533,0,0,train,Two year,Mailed check,No,8,19.7
2229-DPMBI,0.033829,0,0,train,Two year,Mailed check,No,8,19.5
9626-WEQRM,0.447605,1,0,train,Month-to-month,Mailed check,DSL,4,29.15
2188-SXWVT,0.034656,0,0,test,One year,Mailed check,DSL,34,55.0
6258-PVZWJ,0.017634,0,0,train,Two year,Credit card (automatic),DSL,68,90.8
1094-BKOSX,0.043458,0,0,train,One year,Bank transfer (automatic),DSL,45,51.0
6969-MVBAI,0.812426,1,0,test,Month-to-month,Electronic check,Fiber optic,9,90.1
2978-XXSOG,0.143299,0,0,train,Month-to-month,Mailed check,DSL,22,59.05
2342-CKIAO,0.172034,0,0,train,Month-to-month,Mailed check,No,2,20.3
6953-PBDIN,0.0153,0,0,test,Two year,Bank transfer (automatic),DSL,70,72.95
3898-BSJYF,0.118541,0,0,train,One year,Credit card (automatic),DSL,10,73.55
3938-YFPXD,0.012108,0,0,train,Two year,Credit card (automatic),DSL,72,84.3
7696-AMHOD,0.070834,0,0,train,One year,Credit card (automatic),DSL,49,78.0
2453-SAFNS,0.062651,0,0,train,One year,Mailed check,DSL,54,72.1
9558-IHEZX,0.069203,0,0,train,Two year,Credit card (automatic),Fiber optic,71,106.75
9617-UDPEU,0.049706,0,0,train,One year,Mailed check,No,22,19.25
6340-DACFT,0.009101,0,0,test,Two year,Credit card (automatic),No,50,20.55
4955-VCWBI,0.015226,0,0,test,One year,Mailed check,No,43,20.0
6813-GZQCG,0.012043,0,0,train,Two year,Credit card (automatic),No,45,24.65
7426-GSWPO,0.314101,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,64,103.5
3389-KTRXV,0.014212,0,0,train,Two year,Mailed check,No,23,23.85
3118-UHVVQ,0.008355,0,0,train,Two year,Credit card (automatic),No,68,25.8
1031-IIDEO,0.693592,1,1,train,Month-to-month,Electronic check,Fiber optic,1,70.85
5832-XKAES,0.614323,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,2,69.8
3205-MXZRA,0.078654,0,0,train,One year,Credit card (automatic),DSL,26,59.45
4701-AHWMW,0.237036,0,1,test,Month-to-month,Bank transfer (automatic),DSL,55,54.55
8317-BVKSO,0.150544,0,0,train,Month-to-month,Electronic check,No,14,20.05
5702-KVQRD,0.020636,0,0,test,Two year,Electronic check,DSL,71,82.55
0083-PIVIK,0.038666,0,0,train,One year,Electronic check,DSL,64,81.25
9210-IAHGH,0.439016,1,1,train,Month-to-month,Credit card (automatic),DSL,7,70.75
6169-PGNCD,0.019975,0,0,train,Two year,Credit card (automatic),DSL,57,74.3
0023-XUOPT,0.576705,1,1,test,Month-to-month,Electronic check,Fiber optic,13,94.1
4592-IWTJI,0.304849,1,1,train,Month-to-month,Credit card (automatic),DSL,3,29.7
4909-JOUPP,0.044432,0,0,train,Two year,Credit card (automatic),Fiber optic,72,109.7
4657-FWVFY,0.347741,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,40,96.35
2257-BOVXD,0.290684,1,0,test,Month-to-month,Credit card (automatic),DSL,14,66.6
7729-JTEEC,0.474976,1,0,train,Month-to-month,Electronic check,DSL,2,44.5
7632-MNYOY,0.119896,0,1,train,One year,Credit card (automatic),Fiber optic,66,110.9
6518-LGAOV,0.534431,1,1,train,Month-to-month,Electronic check,Fiber optic,38,105.0
7242-QZLXF,0.575166,1,1,train,Month-to-month,Electronic check,DSL,1,25.3
4576-CSAJH,0.057895,0,1,train,One year,Credit card (automatic),DSL,22,55.15
1000-AJSLD,0.250717,1,1,train,Month-to-month,Mailed check,No,1,20.1
9696-RMYBA,0.715378,1,0,train,Month-to-month,Mailed check,Fiber optic,5,80.1
8690-UPCZI,0.053612,0,0,test,One year,Bank transfer (automatic),DSL,29,69.05
1062-LHZOD,0.627336,1,1,train,Month-to-month,Mailed check,Fiber optic,1,69.9
9770-LXDBK,0.168829,0,0,train,Month-to-month,Mailed check,No,3,20.4
4086-WITJG,0.004108,0,0,test,Two year,Credit card (automatic),No,71,19.7
8344-WFMFH,0.339017,1,0,train,Month-to-month,Electronic check,DSL,9,50.1
9600-NAXZN,0.501722,1,1,train,Month-to-month,Electronic check,Fiber optic,43,101.4
8822-KNBHV,0.063955,0,0,train,One year,Credit card (automatic),DSL,48,83.45
8404-FYDIB,0.318226,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,26,86.65
2791-SFVEW,0.126257,0,0,train,Month-to-month,Bank transfer (automatic),No,9,20.15
6457-USBER,0.77231,1,1,train,Month-to-month,Electronic check,Fiber optic,1,80.8
6762-NSODU,0.006904,0,0,train,Two year,Credit card (automatic),No,46,19.4
4662-EKDPQ,0.508473,1,1,train,Month-to-month,Bank transfer (automatic),DSL,2,62.05
9248-OJYKK,0.813096,1,1,test,Month-to-month,Electronic check,Fiber optic,1,76.45
9888-ZCUMM,0.020438,0,0,train,Two year,Bank transfer (automatic),DSL,64,60.05
3398-FSHON,0.784658,1,1,train,Month-to-month,Electronic check,Fiber optic,12,91.3
3319-DWOEP,0.827369,1,1,train,Month-to-month,Electronic check,Fiber optic,6,95.75
1074-WVEVG,0.018867,0,0,train,One year,Mailed check,No,59,20.35
9979-RGMZT,0.539216,1,0,test,One year,Mailed check,Fiber optic,7,94.05
6437-UDQJM,0.029687,0,0,train,Two year,Credit card (automatic),DSL,72,84.1
1226-IENZN,0.56336,1,0,train,Month-to-month,Electronic check,Fiber optic,16,78.75
2108-GLPQB,0.18804,0,0,train,Month-to-month,Credit card (automatic),DSL,25,55.55
9259-PACGQ,0.109598,0,1,train,Month-to-month,Electronic check,DSL,34,62.65
4415-IJZTP,0.792226,1,1,test,Month-to-month,Electronic check,Fiber optic,1,74.5
1465-VINDH,0.67788,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,10,102.1
5474-LAMUQ,0.027002,0,0,train,One year,Mailed check,No,24,20.1
3468-DRVQJ,0.181159,0,0,train,One year,Electronic check,DSL,10,70.3
1122-YJBCS,0.023167,0,0,test,One year,Credit card (automatic),DSL,69,53.65
4990-ALDGW,0.007605,0,0,train,Two year,Mailed check,No,57,20.75
4816-OKWNX,0.170166,0,0,train,One year,Bank transfer (automatic),Fiber optic,50,103.4
3315-IKYZQ,0.069698,0,0,train,One year,Mailed check,DSL,28,50.8
2810-FTLEM,0.201366,0,1,train,Month-to-month,Electronic check,DSL,16,50.15
4747-LCAQL,0.156116,0,0,train,Month-to-month,Mailed check,DSL,25,79.0
3411-WLRSQ,0.69045,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,3,74.6
0898-XCGTF,0.246791,1,0,train,One year,Bank transfer (automatic),Fiber optic,61,96.5
8006-PYCSW,0.173348,0,0,train,Month-to-month,Mailed check,No,2,20.1
8249-THVEC,0.023234,0,0,train,One year,Mailed check,No,51,19.4
8722-PRFDV,0.011702,0,0,train,Two year,Credit card (automatic),DSL,71,77.55
2164-SOQXL,0.060806,0,0,train,Month-to-month,Mailed check,No,20,20.05
4020-KIUDI,0.147517,0,0,train,Month-to-month,Credit card (automatic),No,6,19.85
5850-BDWCY,0.158537,0,0,test,Month-to-month,Mailed check,No,6,20.2
2038-YSEZE,0.080222,0,0,train,Month-to-month,Mailed check,DSL,29,67.45
0827-ITJPH,0.012799,0,0,train,Two year,Credit card (automatic),No,36,18.55
8799-OXZMD,0.27485,1,0,train,Month-to-month,Mailed check,DSL,28,29.75
1925-TIBLE,0.795595,1,1,train,Month-to-month,Electronic check,Fiber optic,7,86.5
1705-GUHPV,0.01028,0,0,test,Two year,Mailed check,No,63,24.2
4779-ZGICK,0.008644,0,0,test,Two year,Mailed check,No,48,23.55
